"コード","銘柄名","市場","現在値","前日比(%)"
"6424","高見沢サイバネティックス","東S","896","-1.0(-0.11%)"
"6425","ユニバーサルエンターテインメン","東S","657","+4.0(+0.61%)"
"6428","オーイズミ","東S","313","-2.0(-0.63%)"
"6430","ダイコク電機","東P","2485","+65.0(+2.69%)"
"6432","竹内製作所","東P","7490","+60.0(+0.81%)"
"6433","ヒーハイスト","東S","828","-16.0(-1.90%)"
"6436","アマノ","東P","3895.0","+129.0(+3.43%)"
"6440","ＪＵＫＩ","東P","496","-13.0(-2.55%)"
"6444","サンデン","東S","158","+1.0(+0.64%)"
"6445","ジャノメ","東P","1321","+14.0(+1.07%)"
"6448","ブラザー工業","東P","4029.0","+22.0(+0.55%)"
"6454","マックス","東P","1746","+16.0(+0.92%)"
"6455","モリタＨＬＤＧ","東P","2556","+56.0(+2.24%)"
"6457","グローリー","東P","4607.0","+121.0(+2.70%)"
"6458","新晃工業","東P","1239","+5.0(+0.41%)"
"6459","だいわ","東P","1714","+25.0(+1.48%)"
"6460","セガサミーＨＬＤＧ","東P","2921.5","+171.5(+6.24%)"
"6463","ＴＰＲ","東P","1471","+29.0(+2.01%)"
"6464","ツバキ・ナカシマ","東P","343","-9.0(-2.56%)"
"6465","ホシザキ","東P","5844.0","+141.0(+2.47%)"
"6466","ＴＶＥ","東S","3810","-120.0(-3.05%)"
"6467","ニチダイ","東S","329","-1.0(-0.30%)"
"6469","放電精密加工研究所","東S","2470","-19.0(-0.76%)"
"6470","大豊工業","東S","1089","+1.0(+0.09%)"
"6471","日本精工","東P","1102.0","+7.0(+0.64%)"
"6472","ＮＴＮ","東P","364.3","-3.0(-0.82%)"
"6473","ジェイテクト","東P","2083.0","+21.0(+1.02%)"
"6474","不二越","東P","5060","-270.0(-5.07%)"
"6479","ミネベアミツミ","東P","3545.0","-123.0(-3.35%)"
"6480","日本トムソン","東P","1543","-70.0(-4.34%)"
"6481","ＴＨＫ","東P","6131.0","-27.0(-0.44%)"
"6482","ＹＵＳＨＩＮ","東S","666","-3.0(-0.45%)"
"6484","ＫＶＫ","東S","2314","-3.0(-0.13%)"
"6485","前澤給装工業","東S","1595","+28.0(+1.79%)"
"6486","イーグル工業","東P","2990","+32.0(+1.08%)"
"6488","ヨシタケ","東S","986","+6.0(+0.61%)"
"6490","ＰＩＬＬＡＲ","東P","8540","-490.0(-5.43%)"
"6492","岡野バルブ製造","東S","12030","-960.0(-7.39%)"
"6493","ＮＩＴＴＡＮ","東S","462","-1.0(-0.22%)"
"6494","ＮＦＫ　ＨＬＤＧ","東S","95","-1.0(-1.04%)"
"6495","宮入バルブ製作所","東S","120","+0.0(+0.00%)"
"6496","中北製作所","東S","4925","-175.0(-3.43%)"
"6497","ハマイ","東S","1355","-5.0(-0.37%)"
"6498","キッツ","東P","2031","-82.0(-3.88%)"
"6501","日立製作所","東P","4957.0","+67.0(+1.37%)"
"6503","三菱電機","東P","5172.0","-147.0(-2.76%)"
"6504","富士電機","東P","12045.0","-375.0(-3.02%)"
"6505","東洋電機製造","東S","2328","-27.0(-1.15%)"
"6506","安川電機","東P","4629.0","-127.0(-2.67%)"
"6507","シンフォニア　テクノロジー","東P","11930","-600.0(-4.79%)"
"6508","明電舎","東P","7990","-380.0(-4.54%)"
"6513","オリジン","東S","1052","+7.0(+0.67%)"
"6516","山洋電気","東P","5140","-270.0(-4.99%)"
"6517","デンヨー","東P","3600","+5.0(+0.14%)"
"6518","三相電機","東S","1779","-40.0(-2.20%)"
"6521","オキサイド","東G","2783","-142.0(-4.85%)"
"6522","アスタリスク","東G","1632","+173.0(+11.86%)"
"6523","ＰＨＣＨＬＤＧ","東P","1117","+15.0(+1.36%)"
"6524","湖北工業","東S","3845","-285.0(-6.90%)"
"6525","ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩ","東P","6049.0","-1,299.0(-17.68%)"
"6526","ソシオネクスト","東P","2023.0","-126.0(-5.86%)"
"6532","ベイカレント","東P","7406.0","+220.0(+3.06%)"
"6533","Ｏｒｃｈｅｓｔｒａ　ＨＬＤＧ","東P","1198","+11.0(+0.93%)"
"6535","アイモバイル","東P","544","+6.0(+1.12%)"
"6537","ＷＡＳＨハウス","東G","302","-3.0(-0.98%)"
"6538","ディスラプターズ","東S","239","+0.0(+0.00%)"
"6539","ＭＳ―Ｊａｐａｎ","東P","1010","+14.0(+1.41%)"
"6540","船場","東S","1481","-4.0(-0.27%)"
"6543","日宣","東S","1190","+11.0(+0.93%)"
"6544","ジャパンエレベーターサービスＨ","東P","1714.0","+21.5(+1.27%)"
"6545","インターネットインフィニティー","東G","821","-16.0(-1.91%)"
"6546","フルテック","東S","1124","-1.0(-0.09%)"
"6547","グリーンズ","東S","2230","+77.0(+3.58%)"
"6548","旅工房","東G","106","-12.0(-10.17%)"
"6549","ディーエムソリューションズ","東S","1120","-43.0(-3.70%)"
"6551","ツナググループＨＬＤＧ","東S","595","+5.0(+0.85%)"
"6552","ＧａｍｅＷｉｔｈ","東S","170","+3.0(+1.80%)"
"6554","エスユーエス","東G","1034","+6.0(+0.58%)"
"6555","ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ","東S","419","+3.0(+0.72%)"
"6557","ＡＩＡＩグループ","東G","694","+2.0(+0.29%)"
"6558","クックビズ","東G","695","-2.0(-0.29%)"
"6560","エル・ティー・エス","東P","1748","+47.0(+2.76%)"
"6561","ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ","東G","819","+3.0(+0.37%)"
"6562","ジーニー","東G","975","+13.0(+1.35%)"
"6563","みらいワークス","東G","503","+0.0(+0.00%)"
"6564","ミダックＨＬＤＧ","東P","2297","+82.0(+3.70%)"
"6566","要興業","東S","1290","-6.0(-0.46%)"
"6568","神戸天然物化学","東G","1238","-22.0(-1.75%)"
"6570","共和コーポレーション","東S","2131","+14.0(+0.66%)"
"6571","キュービーネットＨＬＤＧ","東P","1327","+18.0(+1.38%)"
"6572","オープングループ","東P","244","+2.0(+0.83%)"
"6573","ＣＲＡＶＩＡ","東G","27","-1.0(-3.57%)"
"6574","コンヴァノ","東G","84","-2.0(-2.33%)"
"6577","ベストワンドットコム","東G","2389","+37.0(+1.57%)"
"6578","コレックＨＬＤＧ","東S","497","-1.0(-0.20%)"
"6579","ログリー","東G","352","+6.0(+1.73%)"
"6580","ライトアップ","東G","790","-17.0(-2.11%)"
"6584","三櫻工業","東P","779","+5.0(+0.65%)"
"6586","マキタ","東P","5895.0","+223.0(+3.93%)"
"6588","東芝テック","東P","3100","+5.0(+0.16%)"
"6590","芝浦メカトロニクス","東P","4105","-515.0(-11.15%)"
"6592","マブチモーター","東P","1684.0","+36.0(+2.18%)"
"6594","ニデック","東P","2567","+3.0(+0.12%)"
"6597","ＨＰＣシステムズ","東G","3050","-225.0(-6.87%)"
"6599","エブレン","東S","2887","-17.0(-0.59%)"
"6612","バルミューダ","東G","608","-30.0(-4.70%)"
"6613","ＱＤレーザ","東G","1243","-148.0(-10.64%)"
"6614","シキノハイテック","東S","817","-28.0(-3.31%)"
"6615","ユー・エム・シー・エレクトロニ","東P","230","+3.0(+1.32%)"
"6616","トレックス・セミコンダクター","東P","1650","-45.0(-2.65%)"
"6617","東光高岳","東P","6650","-530.0(-7.38%)"
"6619","ダブル・スコープ","東P","141","-7.0(-4.73%)"
"6620","宮越ＨＬＤＧ","東P","636","-15.0(-2.30%)"
"6622","ダイヘン","東P","11900","-1,210.0(-9.23%)"
"6625","ＪＡＬＣＯ　ＨＬＤＧ","東S","336","-6.0(-1.75%)"
"6626","ＳＥＭＩＴＥＣ","東S","1954","-31.0(-1.56%)"
"6627","テラプローブ","東S","8750","-960.0(-9.89%)"
"6629","テクノホライゾン","東S","892","-56.0(-5.91%)"
"6630","ヤーマン","東P","769","+19.0(+2.53%)"
"6632","ＪＶＣケンウッド","東P","1139.0","+6.5(+0.57%)"
"6633","ＣＧＳ　ＨＬＤＧ","東S","328","-1.0(-0.30%)"
"6634","ＪＮグループ","東S","69","-1.0(-1.43%)"
"6635","大日光・エンジニアリング","東S","613","-18.0(-2.85%)"
"6637","寺崎電気産業","東S","3710","-300.0(-7.48%)"
"6638","ミマキエンジニアリング","東P","2062","-51.0(-2.41%)"
"6643","戸上電機製作所","東S","4925","-165.0(-3.24%)"
"6644","大崎電気工業","東P","1442","-36.0(-2.44%)"
"6645","オムロン","東P","5172.0","+7.0(+0.14%)"
"6647","森尾電機","東S","2662","-38.0(-1.41%)"
"6648","かわでん","東S","1607","-59.0(-3.54%)"
"6651","日東工業","東P","4215","-95.0(-2.20%)"
"6652","ＩＤＥＣ","東P","3245","-45.0(-1.37%)"
"6653","正興電機製作所","東P","2011","-88.0(-4.19%)"
"6654","不二電機工業","東S","1107","-2.0(-0.18%)"
"6656","インスペック","東S","864","-79.0(-8.38%)"
"6658","シライ電子工業","東S","432","-8.0(-1.82%)"
"6659","メディアリンクス","東S","43","-8.0(-15.69%)"
"6662","ユビテック","東S","214","-1.0(-0.47%)"
"6663","太洋テクノレックス","東S","293","-3.0(-1.01%)"
"6664","オプトエレクトロニクス","東S","241","+1.0(+0.42%)"
"6666","リバーエレテック","東S","643","-40.0(-5.86%)"
"6668","アドテックプラズマテクノロジー","東S","2525","-173.0(-6.41%)"
"6674","ジーエスユアサコーポレーション","東P","5178.0","-283.0(-5.18%)"
"6675","サクサ","東S","2022","-12.0(-0.59%)"
"6676","バッファロー","東S","2694","-14.0(-0.52%)"
"6677","エスケーエレクトロニクス","東S","3305","-125.0(-3.64%)"
"6678","テクノメディカ","東S","2038","+12.0(+0.59%)"
"6694","ズーム","東S","640","+2.0(+0.31%)"
"6696","トラース・オン・プロダクト","東G","279","-5.0(-1.76%)"
"6699","ダイヤモンドエレクトリックＨＤ","東S","480","+4.0(+0.84%)"
"6701","日本電気","東P","4613.0","+123.0(+2.74%)"
"6702","富士通","東P","3844.0","+144.0(+3.89%)"
"6703","沖電気工業","東P","2976","-299.0(-9.13%)"
"6706","電気興業","東P","3005","+14.0(+0.47%)"
"6707","サンケン電気","東P","8000.0","-311.0(-3.74%)"
"6718","アイホン","東P","2886","+48.0(+1.69%)"
"6721","ウインテスト","東S","75","-2.0(-2.60%)"
"6723","ルネサスエレクトロニクス","東P","3170.0","-292.0(-8.43%)"
"6724","セイコーエプソン","東P","2978.0","+21.0(+0.71%)"
"6727","ワコム","東P","792","+15.0(+1.93%)"
"6728","アルバック","東P","7825.0","-495.0(-5.95%)"
"6730","アクセル","東S","1074","-6.0(-0.56%)"
"6731","ピクセラ","東S","104","-5.0(-4.59%)"
"6736","サン電子","東S","9130","-210.0(-2.25%)"
"6737","ＥＩＺＯ","東P","2725","-39.0(-1.41%)"
"6740","ジャパンディスプレイ","東P","44","-2.0(-4.35%)"
"6741","日本信号","東P","1549","-12.0(-0.77%)"
"6742","京三製作所","東P","822","-29.0(-3.41%)"
"6743","大同信号","東S","879","-4.0(-0.45%)"
"6744","能美防災","東P","4405","+0.0(+0.00%)"
"6745","ホーチキ","東P","1859","-54.0(-2.82%)"
"6748","星和電機","東S","715","-9.0(-1.24%)"
"6750","エレコム","東P","1923","+16.0(+0.84%)"
"6752","パナソニック　ＨＬＤＧ","東P","3507.0","-97.0(-2.69%)"
"6753","シャープ","東P","635.6","+25.4(+4.16%)"
"6754","アンリツ","東P","3438.0","-213.0(-5.83%)"
"6757","ＯＳＧコーポレーション","東S","875","+3.0(+0.34%)"
"6758","ソニーグループ","東P","3809.0","+147.0(+4.01%)"
"6762","ＴＤＫ","東P","2746.0","-181.5(-6.20%)"
"6763","帝国通信工業","東P","2798","-35.0(-1.24%)"
"6768","タムラ製作所","東P","751","-59.0(-7.28%)"
"6769","ザインエレクトロニクス","東S","924","-23.0(-2.43%)"
"6770","アルプスアルパイン","東P","2224.5","+17.5(+0.79%)"
"6771","池上通信機","東S","642","+1.0(+0.16%)"
"6772","東京コスモス電機","東S","1057","+3.0(+0.28%)"
"6775","ＴＢグループ","東S","120","+2.0(+1.69%)"
"6776","天昇電気工業","東S","268","+2.0(+0.75%)"
"6777","ｓａｎｔｅｃ　ＨＬＤＧ","東S","15290","-1,210.0(-7.33%)"
"6778","アルチザネットワークス","東S","658","+6.0(+0.92%)"
"6779","日本電波工業","東P","2256","-139.0(-5.80%)"
"6785","鈴木","東P","2798","-85.0(-2.95%)"
"6786","ＲＶＨ","東S","49","+1.0(+2.08%)"
"6787","メイコー","東P","18450","-2,400.0(-11.51%)"
"6788","日本トリム","東P","4770","+100.0(+2.14%)"
"6794","フォスター電機","東P","2668","-83.0(-3.02%)"
"6797","名古屋電機工業","東S","1192","-9.0(-0.75%)"
"6798","ＳＭＫ","東P","3010","+10.0(+0.33%)"
"6800","ヨコオ","東P","3565","-330.0(-8.47%)"
"6803","ティアック","東S","95","-2.0(-2.06%)"
"6804","ホシデン","東P","2826","+10.0(+0.36%)"
"6806","ヒロセ電機","東P","25980.0","-1,200.0(-4.42%)"
"6807","日本航空電子工業","東P","2462","-31.0(-1.24%)"
"6809","ＴＯＡ","東P","1639","+3.0(+0.18%)"
"6810","マクセル","東P","2075","-4.0(-0.19%)"
"6814","古野電気","東P","6960","-360.0(-4.92%)"
"6817","スミダコーポレーション","東P","1261","-40.0(-3.07%)"
"6819","伊豆シャボテンリゾート","東S","477","+1.0(+0.21%)"
"6820","アイコム","東P","3320","-5.0(-0.15%)"
"6822","大井電気","東S","5400","+60.0(+1.12%)"
"6823","リオン","東P","3250","-45.0(-1.37%)"
"6824","新コスモス電機","東S","4585","-240.0(-4.97%)"
"6832","アオイ電子","東S","2116","-134.0(-5.96%)"
"6834","精工技研","東S","16090","-2,170.0(-11.88%)"
"6835","アライドテレシスＨＬＤＧ","東S","234","-2.0(-0.85%)"
"6836","ぷらっとホーム","東S","725","-15.0(-2.03%)"
"6837","京写","東S","330","-1.0(-0.30%)"
"6838","多摩川ＨＬＤＧ","東S","1206","-43.0(-3.44%)"
"6840","ＡＫＩＢＡ　ＨＬＤＧ","東S","560","-22.0(-3.78%)"
"6841","横河電機","東P","5560.0","-95.0(-1.68%)"
"6844","新電元工業","東P","3110","-155.0(-4.75%)"
"6845","アズビル","東P","1643.0","+5.0(+0.31%)"
"6848","東亜ディーケーケー","東S","854","+2.0(+0.23%)"
"6849","日本光電工業","東P","1659.0","+46.0(+2.85%)"
"6850","チノー","東P","1546","-17.0(-1.09%)"
"6853","共和電業","東S","753","-8.0(-1.05%)"
"6855","日本電子材料","東S","5040","-420.0(-7.69%)"
"6856","堀場製作所","東P","23520.0","-1,180.0(-4.78%)"
"6857","アドバンテスト","東P","25200.0","-310.0(-1.22%)"
"6858","小野測器","東S","771","-18.0(-2.28%)"
"6859","エスペック","東P","3750","-195.0(-4.94%)"
"6861","キーエンス","東P","77590.0","+6,640.0(+9.36%)"
"6862","ミナトＨＬＤＧ","東S","1567","-110.0(-6.56%)"
"6863","ニレコ","東S","2638","-94.0(-3.44%)"
"6864","エヌエフＨＬＤＧ","東S","1405","-102.0(-6.77%)"
"6866","日置電機","東P","10340","-300.0(-2.82%)"
"6867","リーダー電子","東S","414","-5.0(-1.19%)"
"6869","シスメックス","東P","1672.5","+37.0(+2.26%)"
"6870","日本フェンオール","東S","2388","-43.0(-1.77%)"
"6871","日本マイクロニクス","東P","11250","-1,710.0(-13.19%)"
"6874","協立電機","東S","2505","+0.0(+0.00%)"
"6875","メガチップス","東P","8660","-440.0(-4.84%)"
"6877","ＯＢＡＲＡ　ＧＲＯＵＰ","東S","5490","-40.0(-0.72%)"
"6882","三社電機製作所","東S","1058","-40.0(-3.64%)"
"6888","アクモス","東S","482","+0.0(+0.00%)"
"6890","フェローテック","東S","7250","-300.0(-3.97%)"
"6894","パルステック工業","東S","2129","+19.0(+0.90%)"
"6897","ツインバード","東S","676","-2.0(-0.29%)"
"6898","トミタ電機","東S","3600","+0.0(+0.00%)"
"6899","ＡＳＴＩ","東S","2325","-51.0(-2.15%)"
"6902","デンソー","東P","2208.0","+128.5(+6.18%)"
"6904","原田工業","東S","451","+3.0(+0.67%)"
"6905","コーセル","東P","1209","-40.0(-3.20%)"
"6907","ジオマテック","東S","620","-22.0(-3.43%)"
"6908","イリソ電子工業","東P","2758","-24.0(-0.86%)"
"6912","菊水ＨＬＤＧ","東S","1795","-42.0(-2.29%)"
"6914","オプテックスグループ","東P","3245","-110.0(-3.28%)"
"6915","千代田インテグレ","東S","3350","+5.0(+0.15%)"
"6918","アバールデータ","東S","2916","-184.0(-5.94%)"
"6919","ケル","東S","1400","+0.0(+0.00%)"
"6920","レーザーテック","東P","34330.0","-3,110.0(-8.31%)"
"6923","スタンレー電気","東P","3628.0","+87.0(+2.46%)"
"6925","ウシオ電機","東P","3582.0","-241.0(-6.30%)"
"6926","岡谷電機産業","東S","185","+0.0(+0.00%)"
"6927","ヘリオス　テクノ　ＨＬＤＧ","東S","938","+0.0(+0.00%)"
"6928","エノモト","東S","2174","-165.0(-7.05%)"
"6929","日本セラミック","東P","3690","+0.0(+0.00%)"
"6932","遠藤照明","東S","2568","+3.0(+0.12%)"
"6941","山一電機","東P","7430","-830.0(-10.05%)"
"6942","ソフィアＨＬＤＧ","東S","1372","+0.0(+0.00%)"
"6943","ＮＫＫスイッチズ","東S","4980","-10.0(-0.20%)"
"6946","日本アビオニクス","東S","4740","-235.0(-4.72%)"
"6947","図研","東P","4885","+145.0(+3.06%)"
"6951","日本電子","東P","7676.0","-136.0(-1.74%)"
"6952","カシオ計算機","東P","1733.5","+5.5(+0.32%)"
"6954","ファナック","東P","6463.0","+90.0(+1.41%)"
"6955","ＦＤＫ","東S","387","-5.0(-1.28%)"
"6958","日本シイエムケイ","東P","578","-29.0(-4.78%)"
"6960","フクダ電子","東S","11360","-280.0(-2.41%)"
"6961","エンプラス","東P","10870","-1,080.0(-9.04%)"
"6962","大真空","東P","691","-21.0(-2.95%)"
"6963","ローム","東P","3925.0","-192.0(-4.66%)"
"6964","サンコー","東S","690","+8.0(+1.17%)"
"6965","浜松ホトニクス","東P","2153.5","-44.5(-2.02%)"
"6966","三井ハイテック","東P","854","-21.0(-2.40%)"
"6969","松尾電機","東S","934","-51.0(-5.18%)"
"6971","京セラ","東P","3613.0","-4.0(-0.11%)"
"6976","太陽誘電","東P","9005.0","-1,270.0(-12.36%)"
"6977","日本抵抗器製作所","東S","1499","+115.0(+8.31%)"
"6981","村田製作所","東P","6231.0","-922.0(-12.89%)"
"6982","リード","東S","614","-2.0(-0.32%)"
"6986","双葉電子工業","東P","576","+1.0(+0.17%)"
"6988","日東電工","東P","3549.0","+103.0(+2.99%)"
"6989","北陸電気工業","東S","2323","-65.0(-2.72%)"
"6993","大黒屋ＨＬＤＧ","東S","87","-6.0(-6.45%)"
"6994","指月電機製作所","東S","906","-84.0(-8.48%)"
"6995","東海理化電機製作所","東P","3345","+75.0(+2.29%)"
"6996","ニチコン","東P","2526","-229.0(-8.31%)"
"6997","日本ケミコン","東P","2570","-256.0(-9.06%)"
"6998","日本タングステン","東S","1798","-46.0(-2.49%)"
"6999","ＫＯＡ","東P","2066","-169.0(-7.56%)"
"7003","三井Ｅ＆Ｓ","東P","4613.0","-310.0(-6.30%)"
"7004","カナデビア","東P","1170","-21.0(-1.76%)"
"7011","三菱重工業","東P","3740.0","-65.0(-1.71%)"
"7012","川崎重工業","東P","2674.5","+0.0(+0.00%)"
"7013","ＩＨＩ","東P","2755.0","-19.5(-0.70%)"
"7014","名村造船所","東S","4135","-240.0(-5.49%)"
"7018","内海造船","東S","9890","-830.0(-7.74%)"
"7021","ニッチツ","東S","1994","+17.0(+0.86%)"
"7022","サノヤスＨＬＤＧ","東S","303","-2.0(-0.66%)"
"7030","スプリックス","東S","1120","-36.0(-3.11%)"
"7031","インバウンドテック","東G","730","-21.0(-2.80%)"
"7033","マネジメントソリューションズ","東P","1449","+50.0(+3.57%)"
"7034","プロレド・パートナーズ","東P","360","-4.0(-1.10%)"
"7035","ａｎｄ　ｆａｃｔｏｒｙ","東S","243","+0.0(+0.00%)"
"7036","イーエムネットジャパン","東G","643","+0.0(+0.00%)"
"7037","テノ．ＨＬＤＧ","東S","879","+13.0(+1.50%)"
"7038","フロンティア・マネジメント","東P","558","-2.0(-0.36%)"
"7039","ブリッジインターナショナルグル","東G","1743","+14.0(+0.81%)"
"7040","サン・ライフＨＬＤＧ","東S","972","-3.0(-0.31%)"
"7041","ＣＲＧ　ＨＬＤＧ","東G","356","+8.0(+2.30%)"
"7042","アクセスグループ・ＨＬＤＧ","東S","661","+1.0(+0.15%)"
"7043","アルー","東G","862","-6.0(-0.69%)"
"7044","ピアラ","東S","483","-2.0(-0.41%)"
"7046","ＴＤＳＥ","東G","1260","+0.0(+0.00%)"
"7047","ポート","東G","2317","-29.0(-1.24%)"
"7048","ベルトラ","東G","157","+1.0(+0.64%)"
"7049","識学","東G","848","+2.0(+0.24%)"
"7050","フロンティアインターナショナル","東G","1370","-9.0(-0.65%)"
"7057","エヌ・シー・エヌ","東S","948","+0.0(+0.00%)"
"7058","共栄セキュリティーサービス","東S","3250","+60.0(+1.88%)"
"7059","コプロ・ＨＬＤＧ","東P","817","+11.0(+1.36%)"
"7060","ギークス","東S","615","-2.0(-0.32%)"
"7061","日本ホスピスＨＬＤＧ","東G","565","+6.0(+1.07%)"
